model,repeat,case_id,task_class,tier,condition,condition_label,instruction,expected_command,raw_response,normalized_command,parsed_kind,parsed_value,valid,action_family_correct,parameter_correct,command_correct,executable_correct,diagnostic_command,diagnostic_method,diagnostic_command_correct,failure_class,latency_ms,error
llama3.2:latest,0,d6-distance-composite-b,decision_complexity,D6,es_rioplatense,Rioplatense Spanish,"Primero calculá la distancia horizontal entre vos y el rival. Si la distancia es de al menos 0.4: si tenés menos salud que el rival, levantá el escudo; si no, avanzá 0.1. Si la distancia es menor que 0.4: si el rival tiene el escudo bajo, dispará; si no, girá 90 grados en sentido antihorario.",M0.1,S0,S0,shield_set,0.0,True,False,False,False,False,S0,strict,False,action_error,349.764,
llama3.2:latest,0,d6-distance-composite-b,decision_complexity,D6,en,English,"First compute the horizontal distance between you and the opponent. If the distance is at least 0.4: if your health is lower than the opponent's, raise the shield; otherwise move forward 0.1. If the distance is below 0.4: if the opponent's shield is down, fire; otherwise turn counterclockwise 90 degrees.",M0.1,S0,S0,shield_set,0.0,True,False,False,False,False,S0,strict,False,action_error,216.029,
llama3.2:latest,0,d6-distance-composite-b,decision_complexity,D6,es_standard,standardised Spanish,"Primero calcula la distancia horizontal entre tú y el rival. Si la distancia es de al menos 0.4: si tienes menos salud que el rival, levanta el escudo; si no, avanza 0.1. Si la distancia es menor que 0.4: si el rival tiene el escudo bajo, dispara; si no, gira 90 grados en sentido antihorario.",M0.1,S0,S0,shield_set,0.0,True,False,False,False,False,S0,strict,False,action_error,222.695,
llama3.2:latest,0,d1-health-b,decision_complexity,D1,es_standard,standardised Spanish,"Si tienes menos de 15 puntos de salud, levanta el escudo; si no, avanza.",S1,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,240.745,
llama3.2:latest,0,d1-health-b,decision_complexity,D1,en,English,"If your health is below 15, raise the shield; otherwise move forward.",S1,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,112.655,
llama3.2:latest,0,d1-health-b,decision_complexity,D1,es_rioplatense,Rioplatense Spanish,"Si tenés menos de 15 puntos de salud, levantá el escudo; si no, avanzá.",S1,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,108.744,
llama3.2:latest,0,d1-health-d,decision_complexity,D1,es_rioplatense,Rioplatense Spanish,"Si tenés menos de 15 puntos de salud, levantá el escudo; si no, avanzá.",M,S,S,shield_toggle,,True,False,,False,False,S,strict,False,action_error,233.817,
llama3.2:latest,0,d1-health-d,decision_complexity,D1,es_standard,standardised Spanish,"Si tienes menos de 15 puntos de salud, levanta el escudo; si no, avanza.",M,S,S,shield_toggle,,True,False,,False,False,S,strict,False,action_error,105.794,
llama3.2:latest,0,d1-health-d,decision_complexity,D1,en,English,"If your health is below 15, raise the shield; otherwise move forward.",M,S,S,shield_toggle,,True,False,,False,False,S,strict,False,action_error,107.428,
llama3.2:latest,0,d6-distance-composite-d,decision_complexity,D6,es_standard,standardised Spanish,"Primero calcula la distancia horizontal entre tú y el rival. Si la distancia es de al menos 0.4: si tienes menos salud que el rival, levanta el escudo; si no, avanza 0.1. Si la distancia es menor que 0.4: si el rival tiene el escudo bajo, dispara; si no, gira 90 grados en sentido antihorario.",A90.0,S0,S0,shield_set,0.0,True,False,False,False,False,S0,strict,False,action_error,363.329,
llama3.2:latest,0,d6-distance-composite-d,decision_complexity,D6,es_rioplatense,Rioplatense Spanish,"Primero calculá la distancia horizontal entre vos y el rival. Si la distancia es de al menos 0.4: si tenés menos salud que el rival, levantá el escudo; si no, avanzá 0.1. Si la distancia es menor que 0.4: si el rival tiene el escudo bajo, dispará; si no, girá 90 grados en sentido antihorario.",A90.0,S0,S0,shield_set,0.0,True,False,False,False,False,S0,strict,False,action_error,216.072,
llama3.2:latest,0,d6-distance-composite-d,decision_complexity,D6,en,English,"First compute the horizontal distance between you and the opponent. If the distance is at least 0.4: if your health is lower than the opponent's, raise the shield; otherwise move forward 0.1. If the distance is below 0.4: if the opponent's shield is down, fire; otherwise turn counterclockwise 90 degrees.",A90.0,S0,S0,shield_set,0.0,True,False,False,False,False,S0,strict,False,action_error,211.476,
llama3.2:latest,0,d4-priority-shield-a,decision_complexity,D4,en,English,"Use this policy in order: if your shield is raised, lower it. Otherwise, if the opponent has less than 10 health, fire. Otherwise, raise your shield.",S0,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,232.31,
llama3.2:latest,0,d4-priority-shield-a,decision_complexity,D4,es_standard,standardised Spanish,"Aplica esta política en orden: si tienes el escudo levantado, bájalo. Si no, si el rival tiene menos de 10 puntos de salud, dispara. En cualquier otro caso, levanta el escudo.",S0,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,144.164,
llama3.2:latest,0,d4-priority-shield-a,decision_complexity,D4,es_rioplatense,Rioplatense Spanish,"Aplicá esta política en orden: si tenés el escudo levantado, bajalo. Si no, si el rival tiene menos de 10 puntos de salud, dispará. En cualquier otro caso, levantá el escudo.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,185.914,
llama3.2:latest,0,d6-distance-composite-a,decision_complexity,D6,en,English,"First compute the horizontal distance between you and the opponent. If the distance is at least 0.4: if your health is lower than the opponent's, raise the shield; otherwise move forward 0.1. If the distance is below 0.4: if the opponent's shield is down, fire; otherwise turn counterclockwise 90 degrees.",S1,S0,S0,shield_set,0.0,True,True,False,False,False,S0,strict,False,action_error,348.571,
llama3.2:latest,0,d6-distance-composite-a,decision_complexity,D6,es_standard,standardised Spanish,"Primero calcula la distancia horizontal entre tú y el rival. Si la distancia es de al menos 0.4: si tienes menos salud que el rival, levanta el escudo; si no, avanza 0.1. Si la distancia es menor que 0.4: si el rival tiene el escudo bajo, dispara; si no, gira 90 grados en sentido antihorario.",S1,S0,S0,shield_set,0.0,True,True,False,False,False,S0,strict,False,action_error,214.27,
llama3.2:latest,0,d6-distance-composite-a,decision_complexity,D6,es_rioplatense,Rioplatense Spanish,"Primero calculá la distancia horizontal entre vos y el rival. Si la distancia es de al menos 0.4: si tenés menos salud que el rival, levantá el escudo; si no, avanzá 0.1. Si la distancia es menor que 0.4: si el rival tiene el escudo bajo, dispará; si no, girá 90 grados en sentido antihorario.",S1,S0,S0,shield_set,0.0,True,True,False,False,False,S0,strict,False,action_error,215.112,
llama3.2:latest,0,d4-priority-health-d,decision_complexity,D4,es_standard,standardised Spanish,"Aplica esta política en orden: si tienes menos de 10 puntos de salud, levanta el escudo. Si no, si el rival tiene el escudo levantado, avanza. En cualquier otro caso, dispara.",B,S,S,shield_toggle,,True,False,,False,False,S,strict,False,action_error,296.782,
llama3.2:latest,0,d4-priority-health-d,decision_complexity,D4,en,English,"Use this policy in order: if your health is below 10, raise the shield. Otherwise, if the opponent's shield is raised, move forward. Otherwise, fire.",B,S,S,shield_toggle,,True,False,,False,False,S,strict,False,action_error,143.3,
llama3.2:latest,0,d4-priority-health-d,decision_complexity,D4,es_rioplatense,Rioplatense Spanish,"Aplicá esta política en orden: si tenés menos de 10 puntos de salud, levantá el escudo. Si no, si el rival tiene el escudo levantado, avanzá. En cualquier otro caso, dispará.",B,S0,S0,shield_set,0.0,True,False,,False,False,S0,strict,False,action_error,163.874,
llama3.2:latest,0,d1-shield-b,decision_complexity,D1,en,English,"If your shield is raised, lower it; otherwise fire.",B,S,S,shield_toggle,,True,False,,False,False,S,strict,False,action_error,234.869,
llama3.2:latest,0,d1-shield-b,decision_complexity,D1,es_standard,standardised Spanish,"Si tienes el escudo levantado, bájalo; si no, dispara.",B,S,S,shield_toggle,,True,False,,False,False,S,strict,False,action_error,110.605,
llama3.2:latest,0,d1-shield-b,decision_complexity,D1,es_rioplatense,Rioplatense Spanish,"Si tenés el escudo levantado, bajalo; si no, dispará.",B,S,S,shield_toggle,,True,False,,False,False,S,strict,False,action_error,112.819,
llama3.2:latest,0,d2-x-compare-c,decision_complexity,D2,es_rioplatense,Rioplatense Spanish,"Si tu coordenada x es mayor que la del rival, girá 90 grados en sentido antihorario; si no, girá 90 grados en sentido horario.",C90.0,C90,C90.0,rotate_cw,90.0,True,True,True,True,True,C90.0,strict,True,correct,252.862,
llama3.2:latest,0,d2-x-compare-c,decision_complexity,D2,en,English,"If your x coordinate is greater than the opponent's x coordinate, turn counterclockwise 90 degrees; otherwise turn clockwise 90 degrees.",C90.0,A,ERR,invalid,,False,False,False,False,False,,,False,invalid_unrecoverable,140.943,
llama3.2:latest,0,d2-x-compare-c,decision_complexity,D2,es_standard,standardised Spanish,"Si tu coordenada x es mayor que la del rival, gira 90 grados en sentido antihorario; si no, gira 90 grados en sentido horario.",C90.0,C90,C90.0,rotate_cw,90.0,True,True,True,True,True,C90.0,strict,True,correct,156.826,
llama3.2:latest,0,d6-priority-composite-a,decision_complexity,D6,es_standard,standardised Spanish,"Aplica estas reglas en orden. Primero, si tienes el escudo levantado, bájalo. Si no, si el rival tiene 10 puntos de salud o menos, dispara. Si no, si tu salud es menor o igual que la del rival, levanta el escudo. En cualquier otro caso, avanza 0.1.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,347.535,
llama3.2:latest,0,d6-priority-composite-a,decision_complexity,D6,en,English,"Apply these rules in order. First, if your shield is raised, lower it. Otherwise, if the opponent has 10 health or less, fire. Otherwise, if your health is less than or equal to the opponent's health, raise the shield. Otherwise, move forward 0.1.",S0,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,187.776,
llama3.2:latest,0,d6-priority-composite-a,decision_complexity,D6,es_rioplatense,Rioplatense Spanish,"Aplicá estas reglas en orden. Primero, si tenés el escudo levantado, bajalo. Si no, si el rival tiene 10 puntos de salud o menos, dispará. Si no, si tu salud es menor o igual que la del rival, levantá el escudo. En cualquier otro caso, avanzá 0.1.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,215.112,
llama3.2:latest,0,d5-x-distance-a,decision_complexity,D5,es_standard,standardised Spanish,"Calcula la distancia horizontal entre tu coordenada x y la coordenada x del rival. Si es de al menos 0.4, avanza 0.1; si no, gira 90 grados en sentido horario.",M0.1,C,ERR,invalid,,False,False,False,False,False,,,False,invalid_unrecoverable,295.856,
llama3.2:latest,0,d5-x-distance-a,decision_complexity,D5,en,English,"Compute the horizontal distance between your x coordinate and the opponent's x coordinate. If it is at least 0.4, move forward 0.1; otherwise turn clockwise 90 degrees.",M0.1,M0.1,M0.1,move,0.1,True,True,True,True,True,M0.1,strict,True,correct,202.052,
llama3.2:latest,0,d5-x-distance-a,decision_complexity,D5,es_rioplatense,Rioplatense Spanish,"Calculá la distancia horizontal entre tu coordenada x y la coordenada x del rival. Si es de al menos 0.4, avanzá 0.1; si no, girá 90 grados en sentido horario.",M0.1,M0.1,M0.1,move,0.1,True,True,True,True,True,M0.1,strict,True,correct,209.532,
llama3.2:latest,0,d6-priority-composite-c,decision_complexity,D6,es_rioplatense,Rioplatense Spanish,"Aplicá estas reglas en orden. Primero, si tenés el escudo levantado, bajalo. Si no, si el rival tiene 10 puntos de salud o menos, dispará. Si no, si tu salud es menor o igual que la del rival, levantá el escudo. En cualquier otro caso, avanzá 0.1.",S1,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,331.805,
llama3.2:latest,0,d6-priority-composite-c,decision_complexity,D6,en,English,"Apply these rules in order. First, if your shield is raised, lower it. Otherwise, if the opponent has 10 health or less, fire. Otherwise, if your health is less than or equal to the opponent's health, raise the shield. Otherwise, move forward 0.1.",S1,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,193.582,
llama3.2:latest,0,d6-priority-composite-c,decision_complexity,D6,es_standard,standardised Spanish,"Aplica estas reglas en orden. Primero, si tienes el escudo levantado, bájalo. Si no, si el rival tiene 10 puntos de salud o menos, dispara. Si no, si tu salud es menor o igual que la del rival, levanta el escudo. En cualquier otro caso, avanza 0.1.",S1,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,197.486,
llama3.2:latest,0,d4-priority-health-b,decision_complexity,D4,en,English,"Use this policy in order: if your health is below 10, raise the shield. Otherwise, if the opponent's shield is raised, move forward. Otherwise, fire.",S1,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,242.615,
llama3.2:latest,0,d4-priority-health-b,decision_complexity,D4,es_standard,standardised Spanish,"Aplica esta política en orden: si tienes menos de 10 puntos de salud, levanta el escudo. Si no, si el rival tiene el escudo levantado, avanza. En cualquier otro caso, dispara.",S1,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,150.031,
llama3.2:latest,0,d4-priority-health-b,decision_complexity,D4,es_rioplatense,Rioplatense Spanish,"Aplicá esta política en orden: si tenés menos de 10 puntos de salud, levantá el escudo. Si no, si el rival tiene el escudo levantado, avanzá. En cualquier otro caso, dispará.",S1,S0,S0,shield_set,0.0,True,True,False,False,False,S0,strict,False,action_error,166.012,
llama3.2:latest,0,d3-conjunction-b,decision_complexity,D3,es_standard,standardised Spanish,"Si tienes menos de 15 puntos de salud y el escudo está bajo, levanta el escudo; si no, dispara.",B,S,S,shield_toggle,,True,False,,False,False,S,strict,False,action_error,237.723,
llama3.2:latest,0,d3-conjunction-b,decision_complexity,D3,es_rioplatense,Rioplatense Spanish,"Si tenés menos de 15 puntos de salud y el escudo está bajo, levantá el escudo; si no, dispará.",B,S,S,shield_toggle,,True,False,,False,False,S,strict,False,action_error,149.845,
llama3.2:latest,0,d3-conjunction-b,decision_complexity,D3,en,English,"If your health is below 15 and your shield is down, raise the shield; otherwise fire.",B,S,S,shield_toggle,,True,False,,False,False,S,strict,False,action_error,116.87,
llama3.2:latest,0,d2-x-compare-b,decision_complexity,D2,en,English,"If your x coordinate is greater than the opponent's x coordinate, turn counterclockwise 90 degrees; otherwise turn clockwise 90 degrees.",C90.0,A,ERR,invalid,,False,False,False,False,False,,,False,invalid_unrecoverable,238.93,
